gbifid,accessrights,bibliographiccitation,language,license,modified,publisher,references,rightsholder,type,institutionid,collectionid,datasetid,institutioncode,collectioncode,datasetname,ownerinstitutioncode,basisofrecord,informationwithheld,datageneralizations,dynamicproperties,occurrenceid,catalognumber,recordnumber,recordedby,recordedbyid,individualcount,organismquantity,organismquantitytype,sex,lifestage,reproductivecondition,caste,behavior,vitality,establishmentmeans,degreeofestablishment,pathway,georeferenceverificationstatus,occurrencestatus,preparations,disposition,associatedoccurrences,associatedreferences,associatedsequences,associatedtaxa,othercatalognumbers,occurrenceremarks,organismid,organismname,organismscope,associatedorganisms,previousidentifications,organismremarks,materialentityid,materialentityremarks,verbatimlabel,materialsampleid,eventid,parenteventid,eventtype,fieldnumber,eventdate,eventtime,startdayofyear,enddayofyear,year,month,day,verbatimeventdate,habitat,samplingprotocol,samplesizevalue,samplesizeunit,samplingeffort,fieldnotes,eventremarks,locationid,highergeographyid,highergeography,continent,waterbody,islandgroup,island,countrycode,stateprovince,county,municipality,locality,verbatimlocality,verbatimelevation,verticaldatum,verbatimdepth,minimumdistanceabovesurfaceinmeters,maximumdistanceabovesurfaceinmeters,locationaccordingto,locationremarks,decimallatitude,decimallongitude,coordinateuncertaintyinmeters,coordinateprecision,pointradiusspatialfit,verbatimcoordinatesystem,verbatimsrs,footprintwkt,footprintsrs,footprintspatialfit,georeferencedby,georeferenceddate,georeferenceprotocol,georeferencesources,georeferenceremarks,geologicalcontextid,earliesteonorlowesteonothem,latesteonorhighesteonothem,earliesteraorlowesterathem,latesteraorhighesterathem,earliestperiodorlowestsystem,latestperiodorhighestsystem,earliestepochorlowestseries,latestepochorhighestseries,earliestageorloweststage,latestageorhigheststage,lowestbiostratigraphiczone,highestbiostratigraphiczone,lithostratigraphicterms,group,formation,member,bed,identificationid,verbatimidentification,identificationqualifier,typestatus,identifiedby,identifiedbyid,dateidentified,identificationreferences,identificationverificationstatus,identificationremarks,taxonid,scientificnameid,acceptednameusageid,parentnameusageid,originalnameusageid,nameaccordingtoid,namepublishedinid,taxonconceptid,scientificname,acceptednameusage,parentnameusage,originalnameusage,nameaccordingto,namepublishedin,namepublishedinyear,higherclassification,kingdom,phylum,class,order,superfamily,family,subfamily,tribe,subtribe,genus,genericname,subgenus,infragenericepithet,specificepithet,infraspecificepithet,cultivarepithet,taxonrank,verbatimtaxonrank,vernacularname,nomenclaturalcode,taxonomicstatus,nomenclaturalstatus,taxonremarks,datasetkey,publishingcountry,lastinterpreted,elevation,elevationaccuracy,depth,depthaccuracy,distancefromcentroidinmeters,issue,taxonomicissue,nontaxonomicissue,mediatype,hascoordinate,hasgeospatialissues,taxonkey,acceptedtaxonkey,kingdomkey,phylumkey,classkey,orderkey,familykey,genuskey,subgenuskey,specieskey,species,acceptedscientificname,verbatimscientificname,typifiedname,protocol,lastparsed,lastcrawled,isinvasive,repatriated,relativeorganismquantity,projectid,issequenced,gbifregion,publishedbygbifregion,level0gid,level0name,level1gid,level1name,level2gid,level2name,level3gid,level3name,iucnredlistcategory,reproductivecondition_clean,phenology_code
4067373823,,NA,,CC_BY_NC_4_0,2023-03-22T18:23:31Z,NA,https://www.inaturalist.org/observations/151161625,Eric Cleveland,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,NA,,https://www.inaturalist.org/observations/151161625,151161625,,Eric Cleveland,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,PRESENT,,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-12T07:41,07:41:00-07:00,71,71,2023,3,12,2023/03/12 7:41 AM,,NA,NA,NA,NA,NA,NA,NA,,,NORTH_AMERICA,NA,NA,NA,US,California,,,,"Kern County, CA, USA",,NA,NA,NA,NA,NA,,35.369342,-119.646643,61,NA,NA,NA,NA,NA,NA,NA,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343112566,NA,NA,,Ryan O'Dell,,2023-03-21T19:23:53Z,NA,NA,,58007,NA,NA,NA,NA,NA,NA,NA,Layia pentachaeta subsp. albida D.D.Keck,,NA,NA,NA,NA,NA,,Plantae,Tracheophyta,Magnoliopsida,Asterales,NA,Asteraceae,NA,NA,NA,Layia,Layia,NA,NA,pentachaeta,albida,NA,SUBSPECIES,,NA,,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2025-12-25T03:25:28Z,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,NA,NA,StillImage,TRUE,FALSE,5705389,5705389,6,7707728,220,414,3065,3110054,NA,5392988,Layia pentachaeta,Layia pentachaeta subsp. albida D.D.Keck,Layia pentachaeta albida,NA,DWC_ARCHIVE,2025-12-25T03:25:28Z,2025-12-24T14:08:22Z,NA,FALSE,NA,https://www.inaturalist.org/projects/california-endemic-species,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.5_1,California,USA.5.15_1,Kern,NA,NA,NA,,NA
4063066361,,NA,,CC0_1_0,2023-03-14T21:53:24Z,NA,https://www.inaturalist.org/observations/151135868,Morgan Stickrod,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,NA,,https://www.inaturalist.org/observations/151135868,151135868,,Morgan Stickrod,https://orcid.org/0000-0002-3177-7379,NA,NA,NA,NA,NA,flowers,NA,NA,NA,NA,NA,NA,NA,PRESENT,,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-12T10:49,10:49:00-07:00,71,71,2023,3,12,2023/03/12 10:49 AM,,NA,NA,NA,NA,NA,NA,NA,,,NORTH_AMERICA,NA,NA,NA,US,California,,,,"Kern, California, United States",,NA,NA,NA,NA,NA,,35.408436,-119.40715,4,NA,NA,NA,NA,NA,NA,NA,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341302618,NA,NA,,Morgan Stickrod,https://orcid.org/0000-0002-3177-7379,2023-03-14T16:56:33Z,NA,NA,,58007,NA,NA,NA,NA,NA,NA,NA,Layia pentachaeta subsp. albida D.D.Keck,,NA,NA,NA,NA,NA,,Plantae,Tracheophyta,Magnoliopsida,Asterales,NA,Asteraceae,NA,NA,NA,Layia,Layia,NA,NA,pentachaeta,albida,NA,SUBSPECIES,,NA,,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2025-12-25T05:48:58Z,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,NA,NA,StillImage,TRUE,FALSE,5705389,5705389,6,7707728,220,414,3065,3110054,NA,5392988,Layia pentachaeta,Layia pentachaeta subsp. albida D.D.Keck,Layia pentachaeta albida,NA,DWC_ARCHIVE,2025-12-25T05:48:58Z,2025-12-24T14:08:22Z,NA,FALSE,NA,https://www.inaturalist.org/projects/california-endemic-species,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.5_1,California,USA.5.15_1,Kern,NA,NA,NA,flowers,F
4062888376,,NA,,CC0_1_0,2023-03-14T21:53:22Z,NA,https://www.inaturalist.org/observations/151135889,Morgan Stickrod,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,NA,,https://www.inaturalist.org/observations/151135889,151135889,,Morgan Stickrod,https://orcid.org/0000-0002-3177-7379,NA,NA,NA,NA,NA,flowers|flower buds,NA,NA,NA,NA,NA,NA,NA,PRESENT,,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-12T10:53,10:53:00-07:00,71,71,2023,3,12,2023/03/12 10:53 AM,,NA,NA,NA,NA,NA,NA,NA,,,NORTH_AMERICA,NA,NA,NA,US,California,,,,"Buttonwillow, CA, USA",,NA,NA,NA,NA,NA,,35.40878,-119.407105,8,NA,NA,NA,NA,NA,NA,NA,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341302643,NA,NA,,Morgan Stickrod,https://orcid.org/0000-0002-3177-7379,2023-03-14T16:56:40Z,NA,NA,,58007,NA,NA,NA,NA,NA,NA,NA,Layia pentachaeta subsp. albida D.D.Keck,,NA,NA,NA,NA,NA,,Plantae,Tracheophyta,Magnoliopsida,Asterales,NA,Asteraceae,NA,NA,NA,Layia,Layia,NA,NA,pentachaeta,albida,NA,SUBSPECIES,,NA,,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2025-12-25T05:49:05Z,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,NA,NA,StillImage,TRUE,FALSE,5705389,5705389,6,7707728,220,414,3065,3110054,NA,5392988,Layia pentachaeta,Layia pentachaeta subsp. albida D.D.Keck,Layia pentachaeta albida,NA,DWC_ARCHIVE,2025-12-25T05:49:05Z,2025-12-24T14:08:22Z,NA,FALSE,NA,https://www.inaturalist.org/projects/california-endemic-species,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.5_1,California,USA.5.15_1,Kern,NA,NA,NA,flowers|flower buds,F
4062839667,,NA,,CC_BY_NC_4_0,2023-03-13T21:36:48Z,NA,https://www.inaturalist.org/observations/150552657,kellyalycemcdonald,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,NA,,https://www.inaturalist.org/observations/150552657,150552657,,kellyalycemcdonald,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,PRESENT,,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-07T14:13:31,14:13:31-08:00,66,66,2023,3,7,2023-03-07 14:13:31-08:00,,NA,NA,NA,NA,NA,NA,NA,,,NORTH_AMERICA,NA,NA,NA,US,California,,,,"Wasco, CA, US",,NA,NA,NA,NA,NA,,35.605545,-119.575702,106,NA,NA,NA,NA,NA,NA,NA,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341051667,NA,NA,,Ryan O'Dell,,2023-03-13T16:30:07Z,NA,NA,,58007,NA,NA,NA,NA,NA,NA,NA,Layia pentachaeta subsp. albida D.D.Keck,,NA,NA,NA,NA,NA,,Plantae,Tracheophyta,Magnoliopsida,Asterales,NA,Asteraceae,NA,NA,NA,Layia,Layia,NA,NA,pentachaeta,albida,NA,SUBSPECIES,,NA,,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2025-12-25T03:26:15Z,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,NA,NA,StillImage,TRUE,FALSE,5705389,5705389,6,7707728,220,414,3065,3110054,NA,5392988,Layia pentachaeta,Layia pentachaeta subsp. albida D.D.Keck,Layia pentachaeta albida,NA,DWC_ARCHIVE,2025-12-25T03:26:15Z,2025-12-24T14:08:22Z,NA,FALSE,NA,https://www.inaturalist.org/projects/california-endemic-species,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.5_1,California,USA.5.15_1,Kern,NA,NA,NA,,NA
4062577145,,NA,,CC0_1_0,2023-03-13T16:22:31Z,NA,https://www.inaturalist.org/observations/150934092,Morgan Stickrod,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,NA,,https://www.inaturalist.org/observations/150934092,150934092,,Morgan Stickrod,https://orcid.org/0000-0002-3177-7379,NA,NA,NA,NA,NA,flowers,NA,NA,NA,NA,NA,NA,NA,PRESENT,,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-08T16:24,16:24:00-08:00,67,67,2023,3,8,2023/03/08 4:24 PM,,NA,NA,NA,NA,NA,NA,NA,,,NORTH_AMERICA,NA,NA,NA,US,California,,,,"Kern County, CA, USA",,NA,NA,NA,NA,NA,,35.2396,-119.311883,3,NA,NA,NA,NA,NA,NA,NA,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340777250,NA,NA,,Morgan Stickrod,https://orcid.org/0000-0002-3177-7379,2023-03-12T15:37:28Z,NA,NA,,58007,NA,NA,NA,NA,NA,NA,NA,Layia pentachaeta subsp. albida D.D.Keck,,NA,NA,NA,NA,NA,,Plantae,Tracheophyta,Magnoliopsida,Asterales,NA,Asteraceae,NA,NA,NA,Layia,Layia,NA,NA,pentachaeta,albida,NA,SUBSPECIES,,NA,,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2025-12-25T03:26:05Z,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,NA,NA,StillImage,TRUE,FALSE,5705389,5705389,6,7707728,220,414,3065,3110054,NA,5392988,Layia pentachaeta,Layia pentachaeta subsp. albida D.D.Keck,Layia pentachaeta albida,NA,DWC_ARCHIVE,2025-12-25T03:26:05Z,2025-12-24T14:08:22Z,NA,FALSE,NA,https://www.inaturalist.org/projects/california-endemic-species,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.5_1,California,USA.5.15_1,Kern,NA,NA,NA,flowers,F
4062555604,,NA,,CC_BY_4_0,2023-03-13T16:30:48Z,NA,https://www.inaturalist.org/observations/150469708,Chloe and Trevor Van Loon,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,NA,,https://www.inaturalist.org/observations/150469708,150469708,,Chloe and Trevor Van Loon,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,PRESENT,,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-05T08:35,08:35:00-08:00,64,64,2023,3,5,2023/03/05 8:35 AM,,NA,NA,NA,NA,NA,NA,NA,,,NORTH_AMERICA,NA,NA,NA,US,California,,,,"Kern, California, United States",,NA,NA,NA,NA,NA,,35.305586,-118.800169,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339210127,NA,NA,,Chloe and Trevor Van Loon,,2023-03-07T05:11:00Z,NA,NA,,58007,NA,NA,NA,NA,NA,NA,NA,Layia pentachaeta subsp. albida D.D.Keck,,NA,NA,NA,NA,NA,,Plantae,Tracheophyta,Magnoliopsida,Asterales,NA,Asteraceae,NA,NA,NA,Layia,Layia,NA,NA,pentachaeta,albida,NA,SUBSPECIES,,NA,,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2025-12-25T04:45:25Z,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,NA,NA,StillImage,TRUE,FALSE,5705389,5705389,6,7707728,220,414,3065,3110054,NA,5392988,Layia pentachaeta,Layia pentachaeta subsp. albida D.D.Keck,Layia pentachaeta albida,NA,DWC_ARCHIVE,2025-12-25T04:45:25Z,2025-12-24T14:08:22Z,NA,FALSE,NA,https://www.inaturalist.org/projects/california-endemic-species,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.5_1,California,USA.5.15_1,Kern,NA,NA,NA,,NA
4054996946,,NA,,CC_BY_NC_4_0,2023-03-08T00:22:02Z,NA,https://www.inaturalist.org/observations/150182825,Sadie Hickey,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,NA,,https://www.inaturalist.org/observations/150182825,150182825,,Sadie Hickey,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,PRESENT,,NA,NA,NA,NA,,,Along roadside and in agricultural fields,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-02T13:13,13:13:00-08:00,61,61,2023,3,2,2023/03/02 1:13 PM,,NA,NA,NA,NA,NA,NA,NA,,,NORTH_AMERICA,NA,NA,NA,US,California,,,,"Kern County, CA, USA",,NA,NA,NA,NA,NA,,35.76014,-119.760747,4,NA,NA,NA,NA,NA,NA,NA,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339171458,NA,NA,,Ryan O'Dell,,2023-03-07T01:59:45Z,NA,NA,,58007,NA,NA,NA,NA,NA,NA,NA,Layia pentachaeta subsp. albida D.D.Keck,,NA,NA,NA,NA,NA,,Plantae,Tracheophyta,Magnoliopsida,Asterales,NA,Asteraceae,NA,NA,NA,Layia,Layia,NA,NA,pentachaeta,albida,NA,SUBSPECIES,,NA,,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2025-12-25T03:25:23Z,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,NA,NA,StillImage,TRUE,FALSE,5705389,5705389,6,7707728,220,414,3065,3110054,NA,5392988,Layia pentachaeta,Layia pentachaeta subsp. albida D.D.Keck,Layia pentachaeta albida,NA,DWC_ARCHIVE,2025-12-25T03:25:23Z,2025-12-24T14:08:22Z,NA,FALSE,NA,https://www.inaturalist.org/projects/california-endemic-species,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.5_1,California,USA.5.15_1,Kern,NA,NA,NA,,NA
3986020304,,NA,,CC0_1_0,2022-11-27T16:52:38Z,NA,https://www.inaturalist.org/observations/2742809,Jesse Rorabaugh,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,NA,,http://www.inaturalist.org/observations/2742809,2742809,,Jesse Rorabaugh,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,PRESENT,,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-02-28T18:10:21,18:10:21-08:00,59,59,2016,2,28,2016-02-28 18:10:21,,NA,NA,NA,NA,NA,NA,NA,,,NORTH_AMERICA,NA,NA,NA,US,California,,,,"Kern, California, United States",,NA,NA,NA,NA,NA,,35.355135,-119.331806,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222667706,NA,NA,,Ryan O'Dell,,2021-11-25T03:12:34Z,NA,NA,,58007,NA,NA,NA,NA,NA,NA,NA,Layia pentachaeta subsp. albida D.D.Keck,,NA,NA,NA,NA,NA,,Plantae,Tracheophyta,Magnoliopsida,Asterales,NA,Asteraceae,NA,NA,NA,Layia,Layia,NA,NA,pentachaeta,albida,NA,SUBSPECIES,,NA,,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2025-12-25T04:07:40Z,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,NA,NA,StillImage,TRUE,FALSE,5705389,5705389,6,7707728,220,414,3065,3110054,NA,5392988,Layia pentachaeta,Layia pentachaeta subsp. albida D.D.Keck,Layia pentachaeta albida,NA,DWC_ARCHIVE,2025-12-25T04:07:40Z,2025-12-24T14:08:22Z,NA,FALSE,NA,https://www.inaturalist.org/projects/california-endemic-species,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.5_1,California,USA.5.15_1,Kern,NA,NA,NA,,NA
3764112441,,NA,,CC_BY_NC_4_0,2022-08-17T02:22:44Z,NA,https://www.inaturalist.org/observations/111744803,Matt Reala,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,NA,,https://www.inaturalist.org/observations/111744803,111744803,,Matt Reala,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,PRESENT,,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-31T16:13:29,16:13:29-07:00,90,90,2022,3,31,2022-03-31 16:13:29-07:00,,NA,NA,NA,NA,NA,NA,NA,,,NORTH_AMERICA,NA,NA,NA,US,California,,,,"CA-178, Bakersfield, CA, US",,NA,NA,NA,NA,NA,,35.444795,-118.790275,8,NA,NA,NA,NA,NA,NA,NA,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289205647,NA,NA,,Ryan O'Dell,,2022-08-16T22:43:55Z,NA,NA,,58007,NA,NA,NA,NA,NA,NA,NA,Layia pentachaeta subsp. albida D.D.Keck,,NA,NA,NA,NA,NA,,Plantae,Tracheophyta,Magnoliopsida,Asterales,NA,Asteraceae,NA,NA,NA,Layia,Layia,NA,NA,pentachaeta,albida,NA,SUBSPECIES,,NA,,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2025-12-25T03:17:56Z,NA,NA,NA,NA,NA,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,NA,NA,StillImage,TRUE,FALSE,5705389,5705389,6,7707728,220,414,3065,3110054,NA,5392988,Layia pentachaeta,Layia pentachaeta subsp. albida D.D.Keck,Layia pentachaeta albida,NA,DWC_ARCHIVE,2025-12-25T03:17:56Z,2025-12-24T14:08:22Z,NA,FALSE,NA,https://www.inaturalist.org/projects/california-endemic-species,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.5_1,California,USA.5.15_1,Kern,NA,NA,NA,,NA
3743330788,,NA,,CC_BY_NC_4_0,2022-03-16T23:08:58Z,NA,https://www.inaturalist.org/observations/108514264,Daniel S. Cooper,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,NA,,https://www.inaturalist.org/observations/108514264,108514264,,Daniel S. Cooper,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,PRESENT,,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-12T11:14:58,11:14:58-08:00,71,71,2022,3,12,Sat Mar 12 2022 11:14:58 GMT-0800 (PST),,NA,NA,NA,NA,NA,NA,NA,,,NORTH_AMERICA,NA,NA,NA,US,California,,,,"CA-178, Bakersfield, CA, US",,NA,NA,NA,NA,NA,,35.440879,-118.793919,24,NA,NA,NA,NA,NA,NA,NA,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242034827,NA,NA,,Ryan O'Dell,,2022-03-13T20:13:07Z,NA,NA,,58007,NA,NA,NA,NA,NA,NA,NA,Layia pentachaeta subsp. albida D.D.Keck,,NA,NA,NA,NA,NA,,Plantae,Tracheophyta,Magnoliopsida,Asterales,NA,Asteraceae,NA,NA,NA,Layia,Layia,NA,NA,pentachaeta,albida,NA,SUBSPECIES,,NA,,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2025-12-25T03:14:55Z,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,NA,NA,StillImage,TRUE,FALSE,5705389,5705389,6,7707728,220,414,3065,3110054,NA,5392988,Layia pentachaeta,Layia pentachaeta subsp. albida D.D.Keck,Layia pentachaeta albida,NA,DWC_ARCHIVE,2025-12-25T03:14:55Z,2025-12-24T14:08:22Z,NA,FALSE,NA,https://www.inaturalist.org/projects/california-endemic-species,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.5_1,California,USA.5.15_1,Kern,NA,NA,NA,,NA
3743032695,,NA,,CC_BY_NC_4_0,2022-03-14T02:01:38Z,NA,https://www.inaturalist.org/observations/108447236,GBDistrict,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,NA,,https://www.inaturalist.org/observations/108447236,108447236,,GBDistrict,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,PRESENT,,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-12T10:38:37,10:38:37-08:00,71,71,2022,3,12,Sat Mar 12 2022 10:38:37 GMT-0800 (PST),,NA,NA,NA,NA,NA,NA,NA,,,NORTH_AMERICA,NA,NA,NA,US,California,,,,"Tule Elk State Natural Reserve, Buttonwillow, CA, US",,NA,NA,NA,NA,NA,,35.33303,-119.364075,8,NA,NA,NA,NA,NA,NA,NA,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242028875,NA,NA,,Ryan O'Dell,,2022-03-13T19:43:04Z,NA,NA,Most likely,58007,NA,NA,NA,NA,NA,NA,NA,Layia pentachaeta subsp. albida D.D.Keck,,NA,NA,NA,NA,NA,,Plantae,Tracheophyta,Magnoliopsida,Asterales,NA,Asteraceae,NA,NA,NA,Layia,Layia,NA,NA,pentachaeta,albida,NA,SUBSPECIES,,NA,,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2025-12-25T03:14:18Z,NA,NA,NA,NA,NA,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,NA,NA,StillImage,TRUE,FALSE,5705389,5705389,6,7707728,220,414,3065,3110054,NA,5392988,Layia pentachaeta,Layia pentachaeta subsp. albida D.D.Keck,Layia pentachaeta albida,NA,DWC_ARCHIVE,2025-12-25T03:14:18Z,2025-12-24T14:08:22Z,NA,FALSE,NA,https://www.inaturalist.org/projects/california-endemic-species,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.5_1,California,USA.5.15_1,Kern,NA,NA,NA,,NA
