gbifid,accessrights,bibliographiccitation,language,license,modified,publisher,references,rightsholder,type,institutionid,collectionid,datasetid,institutioncode,collectioncode,datasetname,ownerinstitutioncode,basisofrecord,informationwithheld,datageneralizations,dynamicproperties,occurrenceid,catalognumber,recordnumber,recordedby,recordedbyid,individualcount,organismquantity,organismquantitytype,sex,lifestage,reproductivecondition,caste,behavior,vitality,establishmentmeans,degreeofestablishment,pathway,georeferenceverificationstatus,occurrencestatus,preparations,disposition,associatedoccurrences,associatedreferences,associatedsequences,associatedtaxa,othercatalognumbers,occurrenceremarks,organismid,organismname,organismscope,associatedorganisms,previousidentifications,organismremarks,materialentityid,materialentityremarks,verbatimlabel,materialsampleid,eventid,parenteventid,eventtype,fieldnumber,eventdate,eventtime,startdayofyear,enddayofyear,year,month,day,verbatimeventdate,habitat,samplingprotocol,samplesizevalue,samplesizeunit,samplingeffort,fieldnotes,eventremarks,locationid,highergeographyid,highergeography,continent,waterbody,islandgroup,island,countrycode,stateprovince,county,municipality,locality,verbatimlocality,verbatimelevation,verticaldatum,verbatimdepth,minimumdistanceabovesurfaceinmeters,maximumdistanceabovesurfaceinmeters,locationaccordingto,locationremarks,decimallatitude,decimallongitude,coordinateuncertaintyinmeters,coordinateprecision,pointradiusspatialfit,verbatimcoordinatesystem,verbatimsrs,footprintwkt,footprintsrs,footprintspatialfit,georeferencedby,georeferenceddate,georeferenceprotocol,georeferencesources,georeferenceremarks,geologicalcontextid,earliesteonorlowesteonothem,latesteonorhighesteonothem,earliesteraorlowesterathem,latesteraorhighesterathem,earliestperiodorlowestsystem,latestperiodorhighestsystem,earliestepochorlowestseries,latestepochorhighestseries,earliestageorloweststage,latestageorhigheststage,lowestbiostratigraphiczone,highestbiostratigraphiczone,lithostratigraphicterms,group,formation,member,bed,identificationid,verbatimidentification,identificationqualifier,typestatus,identifiedby,identifiedbyid,dateidentified,identificationreferences,identificationverificationstatus,identificationremarks,taxonid,scientificnameid,acceptednameusageid,parentnameusageid,originalnameusageid,nameaccordingtoid,namepublishedinid,taxonconceptid,scientificname,acceptednameusage,parentnameusage,originalnameusage,nameaccordingto,namepublishedin,namepublishedinyear,higherclassification,kingdom,phylum,class,order,superfamily,family,subfamily,tribe,subtribe,genus,genericname,subgenus,infragenericepithet,specificepithet,infraspecificepithet,cultivarepithet,taxonrank,verbatimtaxonrank,vernacularname,nomenclaturalcode,taxonomicstatus,nomenclaturalstatus,taxonremarks,datasetkey,publishingcountry,lastinterpreted,elevation,elevationaccuracy,depth,depthaccuracy,distancefromcentroidinmeters,issue,taxonomicissue,nontaxonomicissue,mediatype,hascoordinate,hasgeospatialissues,taxonkey,acceptedtaxonkey,kingdomkey,phylumkey,classkey,orderkey,familykey,genuskey,subgenuskey,specieskey,species,acceptedscientificname,verbatimscientificname,typifiedname,protocol,lastparsed,lastcrawled,isinvasive,repatriated,relativeorganismquantity,projectid,issequenced,gbifregion,publishedbygbifregion,level0gid,level0name,level1gid,level1name,level2gid,level2name,level3gid,level3name,iucnredlistcategory,reproductivecondition_clean,phenology_code
4102691536,,NA,,CC0_1_0,2024-09-13T15:01:21Z,NA,https://www.inaturalist.org/observations/155671593,Steve Woodward,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,NA,,https://www.inaturalist.org/observations/155671593,155671593,,Steve Woodward,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,PRESENT,,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-04-05T13:59,13:59:00-07:00,95,95,2023,4,5,2023/04/05 1:59 PM,,NA,NA,NA,NA,NA,NA,NA,,,NORTH_AMERICA,NA,NA,NA,US,California,,,,"Adjacent to the Tule Elk Preserve, Kern County, CA, USA",,NA,NA,NA,NA,NA,,35.333404,-119.362696,172,NA,NA,NA,NA,NA,NA,NA,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351815420,NA,NA,,Steve Woodward,,2023-04-19T22:40:32Z,NA,NA,,58007,NA,NA,NA,NA,NA,NA,NA,Layia pentachaeta subsp. albida D.D.Keck,,NA,NA,NA,NA,NA,,Plantae,Tracheophyta,Magnoliopsida,Asterales,NA,Asteraceae,NA,NA,NA,Layia,Layia,NA,NA,pentachaeta,albida,NA,SUBSPECIES,,NA,,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2025-12-25T05:50:05Z,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,NA,NA,StillImage,TRUE,FALSE,5705389,5705389,6,7707728,220,414,3065,3110054,NA,5392988,Layia pentachaeta,Layia pentachaeta subsp. albida D.D.Keck,Layia pentachaeta albida,NA,DWC_ARCHIVE,2025-12-25T05:50:05Z,2025-12-24T14:08:22Z,NA,FALSE,NA,https://www.inaturalist.org/projects/california-endemic-species,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.5_1,California,USA.5.15_1,Kern,NA,NA,NA,,NA
4102681536,,NA,,CC_BY_NC_4_0,2023-05-02T13:40:08Z,NA,https://www.inaturalist.org/observations/154516736,SpyingNaturalist,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,NA,,https://www.inaturalist.org/observations/154516736,154516736,,SpyingNaturalist,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,PRESENT,,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-04-09T15:59:04,15:59:04-07:00,99,99,2023,4,9,2023-04-09 15:59:04-07:00,,NA,NA,NA,NA,NA,NA,NA,,,NORTH_AMERICA,NA,NA,NA,US,California,,,,"W Side Hwy, McKittrick, CA, US",,NA,NA,NA,NA,NA,,35.296387,-119.625947,8,NA,NA,NA,NA,NA,NA,NA,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357620413,NA,NA,,Ryan O'Dell,,2023-05-02T03:18:53Z,NA,NA,,58007,NA,NA,NA,NA,NA,NA,NA,Layia pentachaeta subsp. albida D.D.Keck,,NA,NA,NA,NA,NA,,Plantae,Tracheophyta,Magnoliopsida,Asterales,NA,Asteraceae,NA,NA,NA,Layia,Layia,NA,NA,pentachaeta,albida,NA,SUBSPECIES,,NA,,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2025-12-25T04:45:12Z,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,NA,NA,StillImage,TRUE,FALSE,5705389,5705389,6,7707728,220,414,3065,3110054,NA,5392988,Layia pentachaeta,Layia pentachaeta subsp. albida D.D.Keck,Layia pentachaeta albida,NA,DWC_ARCHIVE,2025-12-25T04:45:12Z,2025-12-24T14:08:22Z,NA,FALSE,NA,https://www.inaturalist.org/projects/california-endemic-species,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.5_1,California,USA.5.15_1,Kern,NA,NA,NA,,NA
4102640508,,NA,,CC_BY_NC_4_0,2024-07-21T18:37:19Z,NA,https://www.inaturalist.org/observations/154528035,Dean Lyons,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,NA,,https://www.inaturalist.org/observations/154528035,154528035,,Dean Lyons,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,PRESENT,,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-04-03T13:57,13:57:00-07:00,93,93,2023,4,3,2023/04/03 1:57 PM,,NA,NA,NA,NA,NA,NA,NA,,,NORTH_AMERICA,NA,NA,NA,US,California,,,,"Kern County, CA, USA",,NA,NA,NA,NA,NA,,35.266247,-119.312347,16,NA,NA,NA,NA,NA,NA,NA,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357619898,NA,NA,,Ryan O'Dell,,2023-05-02T03:17:59Z,NA,NA,,58007,NA,NA,NA,NA,NA,NA,NA,Layia pentachaeta subsp. albida D.D.Keck,,NA,NA,NA,NA,NA,,Plantae,Tracheophyta,Magnoliopsida,Asterales,NA,Asteraceae,NA,NA,NA,Layia,Layia,NA,NA,pentachaeta,albida,NA,SUBSPECIES,,NA,,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2025-12-25T04:45:11Z,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,NA,NA,StillImage,TRUE,FALSE,5705389,5705389,6,7707728,220,414,3065,3110054,NA,5392988,Layia pentachaeta,Layia pentachaeta subsp. albida D.D.Keck,Layia pentachaeta albida,NA,DWC_ARCHIVE,2025-12-25T04:45:11Z,2025-12-24T14:08:22Z,NA,FALSE,NA,https://www.inaturalist.org/projects/california-endemic-species,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.5_1,California,USA.5.15_1,Kern,NA,NA,NA,,NA
4096627746,,NA,,CC_BY_NC_4_0,2023-04-25T18:16:16Z,NA,https://www.inaturalist.org/observations/156533155,Chloe Novak,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,NA,,https://www.inaturalist.org/observations/156533155,156533155,,Chloe Novak,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,PRESENT,,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-04-09T18:11,18:11:00-07:00,99,99,2023,4,9,2023/04/09 6:11 PM,,NA,NA,NA,NA,NA,NA,NA,,,NORTH_AMERICA,NA,NA,NA,US,California,,,,"Kern County, CA, USA",,NA,NA,NA,NA,NA,,35.446855,-118.787381,20,NA,NA,NA,NA,NA,NA,NA,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353628923,NA,NA,,Chloe Novak,,2023-04-25T04:47:22Z,NA,NA,,58007,NA,NA,NA,NA,NA,NA,NA,Layia pentachaeta subsp. albida D.D.Keck,,NA,NA,NA,NA,NA,,Plantae,Tracheophyta,Magnoliopsida,Asterales,NA,Asteraceae,NA,NA,NA,Layia,Layia,NA,NA,pentachaeta,albida,NA,SUBSPECIES,,NA,,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2025-12-25T03:29:26Z,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,NA,NA,StillImage,TRUE,FALSE,5705389,5705389,6,7707728,220,414,3065,3110054,NA,5392988,Layia pentachaeta,Layia pentachaeta subsp. albida D.D.Keck,Layia pentachaeta albida,NA,DWC_ARCHIVE,2025-12-25T03:29:26Z,2025-12-24T14:08:22Z,NA,FALSE,NA,https://www.inaturalist.org/projects/california-endemic-species,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.5_1,California,USA.5.15_1,Kern,NA,NA,NA,,NA
4080932800,,NA,,CC_BY_NC_4_0,2023-04-10T05:21:09Z,NA,https://www.inaturalist.org/observations/153660751,James Chapman,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,NA,,https://www.inaturalist.org/observations/153660751,153660751,,James Chapman,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,PRESENT,,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-04-05T16:07:03,16:07:03-07:00,95,95,2023,4,5,2023-04-05 16:07:03,,NA,NA,NA,NA,NA,NA,NA,,,NORTH_AMERICA,NA,NA,NA,US,California,,,,"Taft, CA, USA",,NA,NA,NA,NA,NA,,35.098932,-119.395185,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348590712,NA,NA,,Ryan O'Dell,,2023-04-09T23:47:45Z,NA,NA,,58007,NA,NA,NA,NA,NA,NA,NA,Layia pentachaeta subsp. albida D.D.Keck,,NA,NA,NA,NA,NA,,Plantae,Tracheophyta,Magnoliopsida,Asterales,NA,Asteraceae,NA,NA,NA,Layia,Layia,NA,NA,pentachaeta,albida,NA,SUBSPECIES,,NA,,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2025-12-25T03:26:06Z,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,NA,NA,StillImage,TRUE,FALSE,5705389,5705389,6,7707728,220,414,3065,3110054,NA,5392988,Layia pentachaeta,Layia pentachaeta subsp. albida D.D.Keck,Layia pentachaeta albida,NA,DWC_ARCHIVE,2025-12-25T03:26:06Z,2025-12-24T14:08:22Z,NA,FALSE,NA,https://www.inaturalist.org/projects/california-endemic-species,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.5_1,California,USA.5.15_1,Kern,NA,NA,NA,,NA
4080676976,,NA,,CC_BY_NC_4_0,2023-04-09T19:53:04Z,NA,https://www.inaturalist.org/observations/153813101,Judy Fenerty,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,NA,,https://www.inaturalist.org/observations/153813101,153813101,,Judy Fenerty,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,PRESENT,,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-04-06T14:08:08,14:08:08-07:00,96,96,2023,4,6,2023-04-06 14:08:08-07:00,,NA,NA,NA,NA,NA,NA,NA,,,NORTH_AMERICA,NA,NA,NA,US,California,,,,"Lost Hills Rd, Wasco, CA, US",,NA,NA,NA,NA,NA,,35.682055,-119.68992,24,NA,NA,NA,NA,NA,NA,NA,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348451019,NA,NA,,Ryan O'Dell,,2023-04-09T16:19:16Z,NA,NA,,58007,NA,NA,NA,NA,NA,NA,NA,Layia pentachaeta subsp. albida D.D.Keck,,NA,NA,NA,NA,NA,,Plantae,Tracheophyta,Magnoliopsida,Asterales,NA,Asteraceae,NA,NA,NA,Layia,Layia,NA,NA,pentachaeta,albida,NA,SUBSPECIES,,NA,,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2025-12-25T04:44:37Z,NA,NA,NA,NA,NA,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,NA,NA,StillImage,TRUE,FALSE,5705389,5705389,6,7707728,220,414,3065,3110054,NA,5392988,Layia pentachaeta,Layia pentachaeta subsp. albida D.D.Keck,Layia pentachaeta albida,NA,DWC_ARCHIVE,2025-12-25T04:44:37Z,2025-12-24T14:08:22Z,NA,FALSE,NA,https://www.inaturalist.org/projects/california-endemic-species,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.5_1,California,USA.5.15_1,Kern,NA,NA,NA,,NA
4080660589,,NA,,CC_BY_NC_4_0,2023-04-05T22:58:48Z,NA,https://www.inaturalist.org/observations/153107935,Graham Montgomery,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,NA,,https://www.inaturalist.org/observations/153107935,153107935,,Graham Montgomery,https://orcid.org/0000-0002-8217-8800,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,PRESENT,,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-25T11:52,11:52:00-07:00,84,84,2023,3,25,2023/03/25 11:52 AM,,NA,NA,NA,NA,NA,NA,NA,,,NORTH_AMERICA,NA,NA,NA,US,California,,,,"Kern, California, United States",,NA,NA,NA,NA,NA,,35.320312,-119.684378,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347063075,NA,NA,,Ryan O'Dell,,2023-04-04T23:14:33Z,NA,NA,,58007,NA,NA,NA,NA,NA,NA,NA,Layia pentachaeta subsp. albida D.D.Keck,,NA,NA,NA,NA,NA,,Plantae,Tracheophyta,Magnoliopsida,Asterales,NA,Asteraceae,NA,NA,NA,Layia,Layia,NA,NA,pentachaeta,albida,NA,SUBSPECIES,,NA,,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2025-12-25T05:49:28Z,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,NA,NA,,TRUE,FALSE,5705389,5705389,6,7707728,220,414,3065,3110054,NA,5392988,Layia pentachaeta,Layia pentachaeta subsp. albida D.D.Keck,Layia pentachaeta albida,NA,DWC_ARCHIVE,2025-12-25T05:49:28Z,2025-12-24T14:08:22Z,NA,FALSE,NA,https://www.inaturalist.org/projects/california-endemic-species,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.5_1,California,USA.5.15_1,Kern,NA,NA,NA,,NA
4080552658,,NA,,CC_BY_NC_4_0,2023-08-08T12:42:31Z,NA,https://www.inaturalist.org/observations/153496286,GBDistrict,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,NA,,https://www.inaturalist.org/observations/153496286,153496286,,GBDistrict,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,PRESENT,,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-04-04T15:01:26,15:01:26-07:00,94,94,2023,4,4,2023-04-04 15:01:26-07:00,,NA,NA,NA,NA,NA,NA,NA,,,NORTH_AMERICA,NA,NA,NA,US,California,,,,"Tule Elk State Natural Reserve, Buttonwillow, CA, US",,NA,NA,NA,NA,NA,,35.317674,-119.361098,8,NA,NA,NA,NA,NA,NA,NA,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394376064,NA,NA,,Ryan O'Dell,,2023-08-06T19:32:51Z,NA,NA,,58007,NA,NA,NA,NA,NA,NA,NA,Layia pentachaeta subsp. albida D.D.Keck,,NA,NA,NA,NA,NA,,Plantae,Tracheophyta,Magnoliopsida,Asterales,NA,Asteraceae,NA,NA,NA,Layia,Layia,NA,NA,pentachaeta,albida,NA,SUBSPECIES,,NA,,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2025-12-25T03:29:28Z,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,NA,NA,StillImage,TRUE,FALSE,5705389,5705389,6,7707728,220,414,3065,3110054,NA,5392988,Layia pentachaeta,Layia pentachaeta subsp. albida D.D.Keck,Layia pentachaeta albida,NA,DWC_ARCHIVE,2025-12-25T03:29:28Z,2025-12-24T14:08:22Z,NA,FALSE,NA,https://www.inaturalist.org/projects/california-endemic-species,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.5_1,California,USA.5.15_1,Kern,NA,NA,NA,,NA
4080501565,,NA,,CC_BY_NC_4_0,2023-04-05T22:58:52Z,NA,https://www.inaturalist.org/observations/153107971,Graham Montgomery,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,NA,,https://www.inaturalist.org/observations/153107971,153107971,,Graham Montgomery,https://orcid.org/0000-0002-8217-8800,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,PRESENT,,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-26T16:48,16:48:00-07:00,85,85,2023,3,26,2023/03/26 4:48 PM,,NA,NA,NA,NA,NA,NA,NA,,,NORTH_AMERICA,NA,NA,NA,US,California,,,,"Kern County, CA, USA",,NA,NA,NA,NA,NA,,35.35435,-119.349226,8,NA,NA,NA,NA,NA,NA,NA,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,,58007,NA,NA,NA,NA,NA,NA,NA,Layia pentachaeta subsp. albida D.D.Keck,,NA,NA,NA,NA,NA,,Plantae,Tracheophyta,Magnoliopsida,Asterales,NA,Asteraceae,NA,NA,NA,Layia,Layia,NA,NA,pentachaeta,albida,NA,SUBSPECIES,,NA,,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2025-12-25T03:26:08Z,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,NA,NA,,TRUE,FALSE,5705389,5705389,6,7707728,220,414,3065,3110054,NA,5392988,Layia pentachaeta,Layia pentachaeta subsp. albida D.D.Keck,Layia pentachaeta albida,NA,DWC_ARCHIVE,2025-12-25T03:26:08Z,2025-12-24T14:08:22Z,NA,FALSE,NA,https://www.inaturalist.org/projects/california-endemic-species,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.5_1,California,USA.5.15_1,Kern,NA,NA,NA,,NA
4076196889,,NA,,CC_BY_NC_4_0,2023-04-04T23:58:24Z,NA,https://www.inaturalist.org/observations/153431210,bradrumble,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,NA,,https://www.inaturalist.org/observations/153431210,153431210,,bradrumble,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,PRESENT,,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-04-03T12:04:08,12:04:08-07:00,93,93,2023,4,3,2023-04-03 12:04:08-07:00,,NA,NA,NA,NA,NA,NA,NA,,,NORTH_AMERICA,NA,NA,NA,US,California,,,,"Stockdale Hwy, Buttonwillow, CA, US",,NA,NA,NA,NA,NA,,35.354708,-119.34813,4,NA,NA,NA,NA,NA,NA,NA,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347061406,NA,NA,,Ryan O'Dell,,2023-04-04T23:07:25Z,NA,NA,,58007,NA,NA,NA,NA,NA,NA,NA,Layia pentachaeta subsp. albida D.D.Keck,,NA,NA,NA,NA,NA,,Plantae,Tracheophyta,Magnoliopsida,Asterales,NA,Asteraceae,NA,NA,NA,Layia,Layia,NA,NA,pentachaeta,albida,NA,SUBSPECIES,,NA,,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2025-12-25T04:46:32Z,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,NA,NA,StillImage,TRUE,FALSE,5705389,5705389,6,7707728,220,414,3065,3110054,NA,5392988,Layia pentachaeta,Layia pentachaeta subsp. albida D.D.Keck,Layia pentachaeta albida,NA,DWC_ARCHIVE,2025-12-25T04:46:32Z,2025-12-24T14:08:22Z,NA,FALSE,NA,https://www.inaturalist.org/projects/california-endemic-species,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.5_1,California,USA.5.15_1,Kern,NA,NA,NA,,NA
4075656920,,NA,,CC_BY_NC_4_0,2023-03-22T22:36:17Z,NA,https://www.inaturalist.org/observations/151396319,T. W. Carson,,,,,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,,NA,,https://www.inaturalist.org/observations/151396319,151396319,,T. W. Carson,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,PRESENT,,NA,NA,NA,NA,,,strongly lemon scented,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-03-15T13:06:01,13:06:01-07:00,74,74,2023,3,15,2023-03-15 13:06:01,,NA,NA,NA,NA,NA,NA,NA,,,NORTH_AMERICA,NA,NA,NA,US,California,,,,"Lost Hills, CA 93249, USA",,NA,NA,NA,NA,NA,,35.734378,-119.741761,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342008586,NA,NA,,T. W. Carson,,2023-03-17T16:00:34Z,NA,NA,,58007,NA,NA,NA,NA,NA,NA,NA,Layia pentachaeta subsp. albida D.D.Keck,,NA,NA,NA,NA,NA,,Plantae,Tracheophyta,Magnoliopsida,Asterales,NA,Asteraceae,NA,NA,NA,Layia,Layia,NA,NA,pentachaeta,albida,NA,SUBSPECIES,,NA,,ACCEPTED,NA,NA,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2025-12-25T03:25:19Z,NA,NA,NA,NA,NA,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND,NA,NA,StillImage,TRUE,FALSE,5705389,5705389,6,7707728,220,414,3065,3110054,NA,5392988,Layia pentachaeta,Layia pentachaeta subsp. albida D.D.Keck,Layia pentachaeta albida,NA,DWC_ARCHIVE,2025-12-25T03:25:19Z,2025-12-24T14:08:22Z,NA,FALSE,NA,https://www.inaturalist.org/projects/california-endemic-species,FALSE,NORTH_AMERICA,NORTH_AMERICA,USA,United States,USA.5_1,California,USA.5.15_1,Kern,NA,NA,NA,,NA
