"ID","Taxon","Observer","Source","Date","County","Location Quality","Latitude","Longitude","Location Description","Accuracy: Square Meters","Plant","Phenology","Phenology Code"
"cns18024","Amsinckia menziesii var. intermedia","staff, NatureServe","DFW Vegetation Classification and Mapping Program","2004-03-26","San Benito","high","36.512237","-121.156439","McCabe Canyon","","Amsinckia menziesii var. intermedia","",""
"cns18025","Amsinckia menziesii var. intermedia","staff, NatureServe","DFW Vegetation Classification and Mapping Program","2004-03-26","San Benito","high","36.507616","-121.156069","McCabe Canyon","","Amsinckia menziesii var. intermedia","",""
"cns18026","Amsinckia menziesii var. intermedia","staff, NatureServe","DFW Vegetation Classification and Mapping Program","2004-03-26","San Benito","high","36.504461","-121.155485","McCabe Canyon","","Amsinckia menziesii var. intermedia","",""
"cns18423","Amsinckia menziesii var. intermedia","staff, NatureServe","DFW Vegetation Classification and Mapping Program","2004-03-29","San Benito","high","36.504737","-121.181058","Pinnacles","","Amsinckia menziesii var. intermedia","",""
"cns18424","Amsinckia menziesii var. intermedia","staff, NatureServe","DFW Vegetation Classification and Mapping Program","2004-04-06","Monterey","high","36.436065","-121.193249","Pinnacles","","Amsinckia menziesii var. intermedia","",""
"cns18721","Amsinckia menziesii var. intermedia","staff, NatureServe","DFW Vegetation Classification and Mapping Program","2004-04-07","Monterey","high","36.436525","-121.187326","Pinnacles","","Amsinckia menziesii var. intermedia","",""
"cns19009","Amsinckia menziesii var. intermedia","staff, NatureServe","DFW Vegetation Classification and Mapping Program","2004-04-07","Monterey","high","36.436257","-121.188057","Pinnacles","","Amsinckia menziesii var. intermedia","",""
"cns18734","Amsinckia menziesii var. intermedia","staff, NatureServe","DFW Vegetation Classification and Mapping Program","2004-04-08","Monterey","high","36.437841","-121.187897","Pinnacles","","Amsinckia menziesii var. intermedia","",""
"cns19011","Amsinckia menziesii var. intermedia","staff, NatureServe","DFW Vegetation Classification and Mapping Program","2004-04-08","Monterey","high","36.438637","-121.188068","Pinnacles","","Amsinckia menziesii var. intermedia","",""
"cns19012","Amsinckia menziesii var. intermedia","staff, NatureServe","DFW Vegetation Classification and Mapping Program","2004-04-15","San Benito","high","36.516407","-121.139389","Pinnacles","","Amsinckia menziesii var. intermedia","",""
"cns19034","Amsinckia menziesii var. intermedia","staff, NatureServe","DFW Vegetation Classification and Mapping Program","2004-04-16","San Benito","high","36.482511","-121.167078","Bear Gulch","","Amsinckia menziesii var. intermedia","",""
"cns19035","Amsinckia menziesii var. intermedia","staff, NatureServe","DFW Vegetation Classification and Mapping Program","2004-04-16","San Benito","high","36.482697","-121.166861","Bear Gulch","","Amsinckia menziesii var. intermedia","",""
"cns19036","Amsinckia menziesii var. intermedia","staff, NatureServe","DFW Vegetation Classification and Mapping Program","2004-04-16","San Benito","high","36.482694","-121.16665","Bear Gulch","","Amsinckia menziesii var. intermedia","",""
"cns19037","Amsinckia menziesii var. intermedia","staff, NatureServe","DFW Vegetation Classification and Mapping Program","2004-04-16","San Benito","high","36.479872","-121.164305","Pinnacles","","Amsinckia menziesii var. intermedia","",""
"cns19039","Amsinckia menziesii var. intermedia","staff, NatureServe","DFW Vegetation Classification and Mapping Program","2004-04-16","San Benito","high","36.482888","-121.166366","Bear Gulch","","Amsinckia menziesii var. intermedia","",""
"cns18988","Amsinckia menziesii var. intermedia","staff, NatureServe","DFW Vegetation Classification and Mapping Program","2004-04-21","San Benito","high","36.491073","-121.188857","Pinnacles","","Amsinckia menziesii var. intermedia","",""
"cns18989","Amsinckia menziesii var. intermedia","staff, NatureServe","DFW Vegetation Classification and Mapping Program","2004-04-22","San Benito","high","36.521133","-121.151169","McCabe Canyon","","Amsinckia menziesii var. intermedia","",""
"cns18849","Amsinckia menziesii var. intermedia","staff, NatureServe","DFW Vegetation Classification and Mapping Program","2004-04-26","San Benito","high","36.482882","-121.17303","Bear Gulch","","Amsinckia menziesii var. intermedia","",""
"cns18851","Amsinckia menziesii var. intermedia","staff, NatureServe","DFW Vegetation Classification and Mapping Program","2004-04-28","San Benito","high","36.526615","-121.1954","Marion Canyon","","Amsinckia menziesii var. intermedia","",""
"cns19050","Amsinckia menziesii var. intermedia","staff, NatureServe","DFW Vegetation Classification and Mapping Program","2004-05-06","San Benito","high","36.503214","-121.13554","Kingman","","Amsinckia menziesii var. intermedia","",""
"cns19077","Amsinckia menziesii var. intermedia","staff, NatureServe","DFW Vegetation Classification and Mapping Program","2004-05-18","San Benito","high","36.504397","-121.155977","McCabe Canyon","","Amsinckia menziesii var. intermedia","",""
"cns19091","Amsinckia menziesii var. intermedia","staff, NatureServe","DFW Vegetation Classification and Mapping Program","2003-05-01","San Benito","high","36.475451","-121.182222","Bear Gulch","","Amsinckia menziesii var. intermedia","",""
"cns19094","Amsinckia menziesii var. intermedia","staff, NatureServe","DFW Vegetation Classification and Mapping Program","2003-05-06","San Benito","high","36.482302","-121.173412","Bear Gulch","","Amsinckia menziesii var. intermedia","",""
"cns19211","Amsinckia menziesii var. intermedia","staff, NatureServe","DFW Vegetation Classification and Mapping Program","2003-05-13","San Benito","high","36.532463","-121.216809","Pinnacles","","Amsinckia menziesii var. intermedia","",""
"cns19146","Amsinckia menziesii var. intermedia","staff, NatureServe","DFW Vegetation Classification and Mapping Program","2003-05-13","San Benito","high","36.532555","-121.216349","Pinnacles","","Amsinckia menziesii var. intermedia","",""
"cns19147","Amsinckia menziesii var. intermedia","staff, NatureServe","DFW Vegetation Classification and Mapping Program","2003-05-13","San Benito","high","36.532182","-121.21609","Pinnacles","","Amsinckia menziesii var. intermedia","",""
