"ID","Taxon","Observer","Source","Date","County","Location Quality","Latitude","Longitude","Location Description","Accuracy: Square Meters","Plant","Phenology","Phenology Code"
"po131283","Peritoma arborea var. globosa","Ryan O'Dell","","2019-05-13","San Luis Obispo","high","35.32329","-119.843876","","","Peritoma arborea var. globosa","",""
"po131284","Peritoma arborea var. globosa","Ryan O'Dell","","2019-05-13","San Luis Obispo","high","35.323247","-119.843203","","","Peritoma arborea var. globosa","",""
"po131285","Peritoma arborea var. globosa","Ryan O'Dell","","2019-05-13","San Luis Obispo","high","35.322767","-119.842591","","","Peritoma arborea var. globosa","",""
"po131286","Peritoma arborea var. globosa","Ryan O'Dell","","2019-05-13","San Luis Obispo","high","35.325469","-119.84681","","","Peritoma arborea var. globosa","",""
"po131287","Peritoma arborea var. globosa","Ryan O'Dell","","2019-05-13","San Luis Obispo","high","35.32496","-119.846198","","","Peritoma arborea var. globosa","",""
"po131288","Peritoma arborea var. globosa","Ryan O'Dell","","2019-05-13","San Luis Obispo","high","35.32453","-119.845509","","","Peritoma arborea var. globosa","",""
"po131289","Peritoma arborea var. globosa","Ryan O'Dell","","2019-05-13","San Luis Obispo","high","35.325578","-119.845571","","","Peritoma arborea var. globosa","",""
"po131290","Peritoma arborea var. globosa","Ryan O'Dell","","2019-05-13","San Luis Obispo","high","35.325528","-119.84454","","","Peritoma arborea var. globosa","",""
"po131291","Peritoma arborea var. globosa","Ryan O'Dell","","2019-05-13","San Luis Obispo","high","35.325144","-119.843683","","","Peritoma arborea var. globosa","",""
"po131292","Peritoma arborea var. globosa","Ryan O'Dell","","2019-05-13","San Luis Obispo","high","35.326627","-119.846419","","","Peritoma arborea var. globosa","",""
"po131293","Peritoma arborea var. globosa","Ryan O'Dell","","2019-05-13","San Luis Obispo","high","35.326934","-119.845316","","","Peritoma arborea var. globosa","",""
"po131294","Peritoma arborea var. globosa","Ryan O'Dell","","2019-05-13","San Luis Obispo","high","35.326481","-119.84449","","","Peritoma arborea var. globosa","",""
"po131295","Peritoma arborea var. globosa","Ryan O'Dell","","2019-05-13","San Luis Obispo","high","35.326157","-119.843617","","","Peritoma arborea var. globosa","",""
"po131296","Peritoma arborea var. globosa","Ryan O'Dell","","2019-05-13","San Luis Obispo","high","35.32586","-119.842416","","","Peritoma arborea var. globosa","",""
"po131297","Peritoma arborea var. globosa","Ryan O'Dell","","2019-05-13","San Luis Obispo","high","35.327715","-119.84416","","","Peritoma arborea var. globosa","",""
"po131298","Peritoma arborea var. globosa","Ryan O'Dell","","2019-05-13","San Luis Obispo","high","35.331044","-119.84257","","","Peritoma arborea var. globosa","",""
"po131299","Peritoma arborea var. globosa","Ryan O'Dell","","2019-05-13","San Luis Obispo","high","35.329358","-119.842507","","","Peritoma arborea var. globosa","",""
"po131300","Peritoma arborea var. globosa","Ryan O'Dell","","2019-05-13","San Luis Obispo","high","35.328841","-119.842367","","","Peritoma arborea var. globosa","",""
"po131301","Peritoma arborea var. globosa","Ryan O'Dell","","2019-05-13","San Luis Obispo","high","35.328673","-119.841438","","","Peritoma arborea var. globosa","",""
"po131302","Peritoma arborea var. globosa","Ryan O'Dell","","2019-05-13","San Luis Obispo","high","35.329871","-119.840893","","","Peritoma arborea var. globosa","",""
"po131303","Peritoma arborea var. globosa","Ryan O'Dell","","2019-05-13","San Luis Obispo","high","35.329454","-119.839965","","","Peritoma arborea var. globosa","",""
"po131304","Peritoma arborea var. globosa","Ryan O'Dell","","2019-05-13","San Luis Obispo","high","35.330862","-119.840636","","","Peritoma arborea var. globosa","",""
"po131305","Peritoma arborea var. globosa","Ryan O'Dell","","2019-05-13","San Luis Obispo","high","35.331004","-119.839816","","","Peritoma arborea var. globosa","",""
"po131306","Peritoma arborea var. globosa","Ryan O'Dell","","2019-05-13","San Luis Obispo","high","35.330821","-119.839065","","","Peritoma arborea var. globosa","",""
"po131307","Peritoma arborea var. globosa","Ryan O'Dell","","2019-05-13","San Luis Obispo","high","35.330446","-119.838141","","","Peritoma arborea var. globosa","",""
"po131308","Peritoma arborea var. globosa","Ryan O'Dell","","2019-05-13","San Luis Obispo","high","35.331195","-119.836766","","","Peritoma arborea var. globosa","",""
"po131309","Peritoma arborea var. globosa","Ryan O'Dell","","2019-05-13","San Luis Obispo","high","35.332302","-119.841769","","","Peritoma arborea var. globosa","",""
"po131310","Peritoma arborea var. globosa","Ryan O'Dell","","2019-05-13","San Luis Obispo","high","35.332248","-119.840617","","","Peritoma arborea var. globosa","",""
"po131311","Peritoma arborea var. globosa","Ryan O'Dell","","2019-05-13","San Luis Obispo","high","35.33203","-119.839341","","","Peritoma arborea var. globosa","",""
"po131312","Peritoma arborea var. globosa","Ryan O'Dell","","2019-05-13","San Luis Obispo","high","35.33238","-119.837809","","","Peritoma arborea var. globosa","",""
"po131313","Peritoma arborea var. globosa","Ryan O'Dell","","2019-05-13","San Luis Obispo","high","35.332896","-119.839061","","","Peritoma arborea var. globosa","",""
"po131314","Peritoma arborea var. globosa","Ryan O'Dell","","2019-05-13","San Luis Obispo","high","35.332737","-119.837275","","","Peritoma arborea var. globosa","",""
"po131315","Peritoma arborea var. globosa","Ryan O'Dell","","2019-05-13","San Luis Obispo","high","35.333854","-119.839275","","","Peritoma arborea var. globosa","",""
"po131316","Peritoma arborea var. globosa","Ryan O'Dell","","2019-05-13","San Luis Obispo","high","35.333782","-119.83785","","","Peritoma arborea var. globosa","",""
"po131317","Peritoma arborea var. globosa","Ryan O'Dell","","2019-05-13","San Luis Obispo","high","35.335726","-119.841564","","","Peritoma arborea var. globosa","",""
"po180350","Peritoma arborea var. globosa","Ryan O'Dell","","2021-02-15","Fresno","high","36.741769","-120.7592","","","Peritoma arborea var. globosa","",""
"po180351","Peritoma arborea var. globosa","Ryan O'Dell","","2021-02-15","Merced","high","37.086344","-121.165919","","","Peritoma arborea var. globosa","",""
"po180352","Peritoma arborea var. globosa","Ryan O'Dell","","2021-02-15","Merced","high","37.086201","-121.166174","","","Peritoma arborea var. globosa","",""
"po180353","Peritoma arborea var. globosa","Ryan O'Dell","","2021-02-15","Merced","high","37.085499","-121.166294","","","Peritoma arborea var. globosa","",""
"po186226","Peritoma arborea var. globosa","Ryan O'Dell","","2021-04-07","Kern","high","35.413982","-118.837476","","","Peritoma arborea var. globosa","",""
"po186227","Peritoma arborea var. globosa","Ryan O'Dell","","2021-04-07","Kern","high","35.414231","-118.837725","","","Peritoma arborea var. globosa","",""
"po186228","Peritoma arborea var. globosa","Ryan O'Dell","","2021-04-07","Kern","high","35.414532","-118.838303","","","Peritoma arborea var. globosa","",""
"po186229","Peritoma arborea var. globosa","Ryan O'Dell","","2021-04-07","Kern","high","35.415022","-118.836746","","","Peritoma arborea var. globosa","",""
"po186230","Peritoma arborea var. globosa","Ryan O'Dell","","2021-04-07","Kern","high","35.415568","-118.835051","","","Peritoma arborea var. globosa","",""
"po186231","Peritoma arborea var. globosa","Ryan O'Dell","","2021-04-07","Kern","high","35.413764","-118.830106","","","Peritoma arborea var. globosa","",""
"po186232","Peritoma arborea var. globosa","Ryan O'Dell","","2021-04-07","Kern","high","35.412472","-118.826934","","","Peritoma arborea var. globosa","",""
"po186233","Peritoma arborea var. globosa","Ryan O'Dell","","2021-04-07","Kern","high","35.41053","-118.825027","","","Peritoma arborea var. globosa","",""
"po188121","Peritoma arborea var. globosa","Richard Spjut","CNPS Kern Chaper","2021-03-06","Kern","high","35.437765","-118.896838","San Joaquin Valley: Along the Kern River between Hart Park and CALM","","Peritoma arborea var. globosa","",""
"po31272","Peritoma arborea var. globosa","Bonnie Nickel","","2017-04-15","San Luis Obispo","high","35.282753","-119.839897","Seen off Elkhorn Rd in Carrizo Plain National Monument, hidden among tall invasive grasses; near Tansy-leafed phacelia (Phacelia tanacetifolia)","","Peritoma arborea var. globosa","",""
"po75743","Peritoma arborea var. globosa","Ryan O'Dell","","2018-02-04","Kern","high","35.183979","-119.451613","","","Peritoma arborea var. globosa","",""
"po75744","Peritoma arborea var. globosa","Ryan O'Dell","","2018-02-04","Kern","high","35.184759","-119.450119","","","Peritoma arborea var. globosa","",""
"po80375","Peritoma arborea var. globosa","Ryan O'Dell","","2018-03-05","Fresno","high","36.153084","-120.284933","","","Peritoma arborea var. globosa","",""
"po83143","Peritoma arborea var. globosa","Ryan O'Dell","","2018-03-19","Fresno","high","36.078566","-120.141976","","","Peritoma arborea var. globosa","",""
"po86094","Peritoma arborea var. globosa","Ryan O'Dell","","2018-04-12","Fresno","high","36.778379","-120.811045","","","Peritoma arborea var. globosa","",""
"po86095","Peritoma arborea var. globosa","Ryan O'Dell","","2018-04-12","Fresno","high","36.777784","-120.811198","","","Peritoma arborea var. globosa","",""
"po86096","Peritoma arborea var. globosa","Ryan O'Dell","","2018-04-12","Fresno","high","36.777324","-120.811873","","","Peritoma arborea var. globosa","",""
"po86097","Peritoma arborea var. globosa","Ryan O'Dell","","2018-04-12","Fresno","high","36.77782","-120.813013","","","Peritoma arborea var. globosa","",""
"po86098","Peritoma arborea var. globosa","Ryan O'Dell","","2018-04-12","Fresno","high","36.776472","-120.814149","","","Peritoma arborea var. globosa","",""
"wb1194-2564","Peritoma arborea var. globosa","Brian and Eileen Keelan","","2008-04-06","Los Angeles","high","34.77701","-118.78778","0.9 mi W of Quail Lake -- Gorman Post Rd","1200","Peritoma arborea var. globosa","",""
"wb1194-2565","Peritoma arborea var. globosa","Brian and Eileen Keelan","","2009-01-31","Fresno","high","36.71015","-120.81519","BLM Panoche Access Rd, Mi 3.7 -- Panoche Hills","1200","Peritoma arborea var. globosa","",""
"wb1883-305","Peritoma arborea var. globosa","David Greenberger","personal","2017-10-27","Riverside","high","33.989517","-116.656593","https://static.inaturalist.org/photos/11489974/original.jpeg?1509241535","","Peritoma arborea var. globosa","",""
"wb1969-316","Peritoma arborea var. globosa","David Greenberger","personal","2019-04-13","Fresno","high","36.623451","-120.660072","https://static.inaturalist.org/photos/34933992/medium.jpeg?1555396347","","Peritoma arborea var. globosa","",""
"ce690","Peritoma arborea var. globosa","various","Plant Guide to the San Andreas Fault in Los Angeles County","2012-07-22","Los Angeles","medium","34.741547","-118.710621","Sandberg's, Bald Mountain, Old Ridge Route: Transverse Ranges; Liebre Mountains, Forest Service Road 8N05, Old Ridge Route, Sandberg's, Bald Mountain, junction of Pine Canyon Road","","Peritoma arborea var. globosa","",""
"svy1166","Peritoma arborea var. globosa","Michael Mitchell","","2018-01-12","Monterey","medium","36.510232","-121.768438","Garland Ranch Regional Park","","Peritoma arborea var. globosa","",""
"svy2337","Peritoma arborea var. globosa","CNPS Kern County","","2014-03-16","Kern","medium","35.043003","-118.745938","Tejon Ranch Conservancy from CNPS Kern County: Kern CNPS","","Peritoma arborea var. globosa","",""
"svy2923","Peritoma arborea var. globosa","Ron Vanderhoff","CA Native Plant Society - Orange County Chapter","2014-09-30","Orange","medium","33.610592","-117.871251","Newport Beach Civic Center Park","","Peritoma arborea var. globosa","",""
