"","id","taxon","observer","source","date","county","location_quality","latitude","longitude","location_description","accuracy_square_meters","plant","phenology","phenology_code"
"75","mg128160","Amsinckia intermedia","David popp",NA,2021-03-17,"Butte","high",39.823175,-121.712329,NA,91,"Amsinckia intermedia","Flowering","F"
"76","mg128503","Amsinckia intermedia","David popp",NA,2021-03-21,"Butte","high",39.527772,-121.450587,NA,90,"Amsinckia intermedia","Flowering","F"
"77","mg128522","Amsinckia intermedia","David popp",NA,2021-03-21,"Butte","high",39.601349,-121.660916,NA,411,"Amsinckia intermedia","Flowering","F"
"78","mg129091","Amsinckia intermedia","David popp",NA,2021-03-24,"Colusa","high",38.991005,-122.353434,NA,129,"Amsinckia intermedia","Flowering","F"
"79","mg129345","Amsinckia intermedia","David popp",NA,2021-03-26,"Tehama","high",40.256823,-122.140144,NA,622,"Amsinckia intermedia","Flowering","F"
"80","mg129480","Amsinckia intermedia","David popp",NA,2021-03-27,"Butte","high",39.6417,-121.640934,NA,62,"Amsinckia intermedia","Flowering","F"
"81","mg129734","Amsinckia intermedia","Sameer Saroa","Irvine Ranch Conservancy",2021-03-24,"Orange","high",33.594366,-117.790666,"Crystal Cove State Park (CA)",165,"Amsinckia intermedia","Flowering","F"
"82","mg129746","Amsinckia intermedia","Sameer Saroa","Irvine Ranch Conservancy",2021-03-24,"Orange","high",33.584342,-117.811868,"Crystal Cove State Park (CA)",271,"Amsinckia intermedia","Flowering","F"
"83","mg129768","Amsinckia intermedia","Sameer Saroa","Irvine Ranch Conservancy",2021-03-27,"Orange","high",33.814283,-117.751416,"Weir Canyon (OC)",32,"Amsinckia intermedia",NA,NA
"84","mg129789","Amsinckia intermedia","David popp",NA,2021-03-30,"Butte","high",39.536257,-121.58988,NA,231,"Amsinckia intermedia",NA,NA
"85","mg131247","Amsinckia intermedia","David popp",NA,2021-04-12,"Butte","high",39.504671,-121.544851,NA,344,"Amsinckia intermedia","Flowering","F"
"86","mg132989","Amsinckia intermedia","stephen rosenthal",NA,2021-04-27,"Santa Clara","high",37.399353,-121.809381,NA,111,"Amsinckia intermedia","Seedling / rosette","S"
"87","mg133175","Amsinckia intermedia","Noah Macchia","Marin County Parks data pro",2021-04-28,"Marin","high",38.138235,-122.607284,"MT. BURDELL: Frog Pond",125,"Amsinckia intermedia","Flowering","F"
"88","mg134023","Amsinckia intermedia","Sameer Saroa","Irvine Ranch Conservancy",2021-05-04,"Orange","high",33.599486,-117.793512,"Laguna Coast Wilderness Park (OC)",43,"Amsinckia intermedia","Flowering","F"
"89","mg136652","Amsinckia intermedia","Cynthia Powell",NA,2021-05-22,"Napa","high",38.700307,-122.407673,NA,453,"Amsinckia intermedia",NA,NA
"90","mg156180","Amsinckia intermedia","R.A. Chasey",NA,2022-02-19,"Napa","high",38.17474,-122.22149,NA,41,"Amsinckia intermedia",NA,NA
"91","mg157044","Amsinckia intermedia","David popp","Rare Plant Treasure Hunt",2022-03-08,"Butte","high",39.731611,-121.611738,NA,48,"Amsinckia intermedia","Flowering","F"
"92","mg157996","Amsinckia intermedia","David popp",NA,2022-03-20,"Butte","high",39.580234,-121.550618,NA,181,"Amsinckia intermedia","Flowering","F"
"93","mg159407","Amsinckia intermedia","Jacob Martin","Marin County Parks data pro",2022-03-28,"Marin","high",38.124875,-122.546042,"RUSH CREEK",834,"Amsinckia intermedia",NA,NA
"94","mg159714","Amsinckia intermedia","R.A. Chasey",NA,2022-03-31,"Los Angeles","high",34.572265,-118.664767,NA,57,"Amsinckia intermedia",NA,NA
"95","mg160556","Amsinckia intermedia","David popp",NA,2022-04-09,"Butte","high",39.731983,-121.611295,NA,53,"Amsinckia intermedia","Flowering","F"
"96","mg161012","Amsinckia intermedia","David popp",NA,2022-04-13,"Butte","high",39.716882,-121.559946,"#fire",83,"Amsinckia intermedia","Flowering","F"
"97","mg161394","Amsinckia intermedia","David popp",NA,2022-04-17,"Butte","high",39.647221,-121.553863,NA,98,"Amsinckia intermedia","Flowering","F"
"98","mg163038","Amsinckia intermedia","Aja Mathews","Marin County Parks data pro",2022-04-28,"Marin","high",38.137976,-122.607256,"MT. BURDELL",70,"Amsinckia intermedia",NA,NA
"99","mg196356","Amsinckia intermedia","David popp",NA,2023-03-21,"Butte","high",39.676799,-121.562381,NA,66,"Amsinckia intermedia","Flowering","F"
"100","mg196365","Amsinckia intermedia","David popp",NA,2023-03-21,"Butte","high",39.686093,-121.572772,NA,260,"Amsinckia intermedia","Flowering","F"
"101","mg196369","Amsinckia intermedia","David popp",NA,2023-03-22,"Sacramento","high",38.688453,-121.298444,NA,225,"Amsinckia intermedia","Flowering","F"
"102","mg196595","Amsinckia intermedia","David popp",NA,2023-03-25,"Butte","high",39.883023,-121.994279,NA,47,"Amsinckia intermedia","Flowering","F"
"103","mg197552","Amsinckia intermedia","R.A. Chasey",NA,2023-03-27,"Alameda","high",37.649983,-121.605972,NA,94,"Amsinckia intermedia",NA,NA
"104","mg197881","Amsinckia intermedia","David popp",NA,2023-04-01,"Tehama","high",40.10503,-122.04149,NA,92,"Amsinckia intermedia","Flowering","F"
"105","mg198203","Amsinckia intermedia","David popp",NA,2023-04-02,"Butte","high",39.683105,-121.566508,NA,1535,"Amsinckia intermedia","Flowering","F"
"106","mg198525","Amsinckia intermedia","David popp",NA,2023-04-04,"Butte","high",39.680792,-121.562179,NA,185,"Amsinckia intermedia",NA,NA
"107","mg198809","Amsinckia intermedia","David popp",NA,2023-04-08,"Butte","high",39.74022,-121.796393,NA,390,"Amsinckia intermedia","Flowering","F"
"108","mg199336","Amsinckia intermedia","Ryan O'Dell",NA,2023-04-10,"Santa Cruz","high",37.010724,-122.154212,NA,254,"Amsinckia intermedia",NA,NA
"109","mg199554","Amsinckia intermedia","David popp",NA,2023-04-11,"Butte","high",39.705501,-121.792143,NA,88,"Amsinckia intermedia","Flowering","F"
"110","mg199699","Amsinckia intermedia","David popp",NA,2023-04-13,"Placer","high",38.850996,-121.22207,NA,45,"Amsinckia intermedia","Flowering","F"
"111","mg201336","Amsinckia intermedia","David popp",NA,2023-04-26,"Butte","high",39.735771,-121.781498,NA,64,"Amsinckia intermedia","Flowering","F"
"112","mg21635","Amsinckia intermedia","David popp",NA,2016-03-23,"Butte","high",39.596153,-121.547968,NA,615,"Amsinckia intermedia","Flowering","F"
"113","mg21830","Amsinckia intermedia","Robert Steers",NA,2016-03-27,"Marin","high",37.904726,-122.613613,NA,50,"Amsinckia intermedia",NA,NA
"114","mg22148","Amsinckia intermedia","Heath Bartosh",NA,2016-04-02,"Contra Costa","high",37.89927,-121.883662,NA,153,"Amsinckia intermedia",NA,NA
"115","mg233006","Amsinckia intermedia","David popp",NA,2024-03-06,"Butte","high",39.595929,-121.647187,NA,136,"Amsinckia intermedia","Flowering","F"
"116","mg234151","Amsinckia intermedia","David popp",NA,2024-03-14,"Butte","high",39.773996,-121.740489,NA,261,"Amsinckia intermedia","Flowering","F"
"117","mg234248","Amsinckia intermedia","David popp",NA,2024-03-15,"Butte","high",39.708005,-121.728691,NA,112,"Amsinckia intermedia","Flowering","F"
"118","mg235559","Amsinckia intermedia","David popp",NA,2024-03-19,"Butte","high",39.809751,-121.841854,NA,68,"Amsinckia intermedia","Flowering","F"
"119","mg236283","Amsinckia intermedia","David popp",NA,2024-03-26,"Tehama","high",40.278894,-122.135895,NA,107,"Amsinckia intermedia","Flowering","F"
"120","mg237337","Amsinckia intermedia","Elliot Gunnison","San Francisco Bay Area Network of National Parks",2024-04-04,"Marin","high",37.858959,-122.575034,"12-08",1546,"Amsinckia intermedia",NA,NA
"121","mg237501","Amsinckia intermedia","David popp",NA,2024-04-06,"Butte","high",39.817773,-121.885923,NA,249,"Amsinckia intermedia","Flowering","F"
"122","mg237619","Amsinckia intermedia","David popp",NA,2024-04-08,"Butte","high",39.721187,-121.703971,NA,213,"Amsinckia intermedia",NA,NA
"123","mg238652","Amsinckia intermedia","David popp",NA,2024-04-18,"Butte","high",39.775553,-121.740038,NA,364,"Amsinckia intermedia","Flowering","F"
"124","mg24129","Amsinckia intermedia","Andrew Longman","Marin County Parks data pro",2016-05-11,"Marin","high",38.108251,-122.625553,"VERISSIMO HILLS: Located on hillside behind houses. Many individuals scattered within this area (changed from A. lunaris to A. intermedia by J. Geoghegan on 4/30/18, see stacked record)",452,"Amsinckia intermedia",NA,NA
"125","mg242165","Amsinckia intermedia","David popp",NA,2024-05-14,"Butte","high",39.677141,-121.677363,NA,130,"Amsinckia intermedia","Flowering","F"
